,Year,Time Occurred,Crime Code Description,Count,Hour
74565,2014,20:06:00,BATTERY - SIMPLE ASSAULT,1,20.26
74576,2014,20:09:00,BURGLARY,1,20.29
74582,2014,20:00:00,BATTERY - SIMPLE ASSAULT,238,20.3
74589,2014,20:00:00,BURGLARY,110,20.3
74590,2014,20:00:00,BURGLARY FROM VEHICLE,266,20.3
74638,2014,20:00:00,THEFT OF IDENTITY,21,20.3
74649,2014,20:00:00,VEHICLE - STOLEN,271,20.3
74658,2014,20:03:00,BURGLARY,1,20.33
74667,2014,20:05:00,BATTERY - SIMPLE ASSAULT,17,20.35
74671,2014,20:05:00,BURGLARY,8,20.35
74672,2014,20:05:00,BURGLARY FROM VEHICLE,1,20.35
74692,2014,20:05:00,VEHICLE - STOLEN,3,20.35
74698,2014,20:08:00,BATTERY - SIMPLE ASSAULT,1,20.38
74699,2014,20:08:00,BURGLARY FROM VEHICLE,1,20.38
74709,2014,20:00:00,BATTERY - SIMPLE ASSAULT,49,20.4
74714,2014,20:00:00,BURGLARY,16,20.4
74715,2014,20:00:00,BURGLARY FROM VEHICLE,17,20.4
74740,2014,20:00:00,THEFT OF IDENTITY,2,20.4
74750,2014,20:00:00,VEHICLE - STOLEN,16,20.4
74753,2014,20:01:00,BATTERY - SIMPLE ASSAULT,1,20.41
74757,2014,20:04:00,BURGLARY,1,20.44
74763,2014,20:05:00,BATTERY - SIMPLE ASSAULT,79,20.45
74769,2014,20:05:00,BURGLARY,17,20.45
74770,2014,20:05:00,BURGLARY FROM VEHICLE,34,20.45
74801,2014,20:05:00,THEFT OF IDENTITY,2,20.45
74811,2014,20:05:00,VEHICLE - STOLEN,19,20.45
74824,2014,20:09:00,THEFT OF IDENTITY,1,20.49
74827,2014,20:00:00,BATTERY - SIMPLE ASSAULT,48,20.5
74833,2014,20:00:00,BURGLARY,7,20.5
74834,2014,20:00:00,BURGLARY FROM VEHICLE,11,20.5
74857,2014,20:00:00,THEFT OF IDENTITY,1,20.5
74864,2014,20:00:00,VEHICLE - STOLEN,13,20.5
74879,2014,20:04:00,BURGLARY,1,20.54
74883,2014,20:05:00,BATTERY - SIMPLE ASSAULT,24,20.55
74886,2014,20:05:00,BURGLARY,8,20.55
74887,2014,20:05:00,BURGLARY FROM VEHICLE,2,20.55
74916,2014,20:05:00,THEFT OF IDENTITY,3,20.55
74929,2014,20:07:00,BATTERY - SIMPLE ASSAULT,1,20.57
74930,2014,20:08:00,BATTERY - SIMPLE ASSAULT,1,20.58
74939,2014,21:00:00,BATTERY - SIMPLE ASSAULT,321,21.0
74949,2014,21:00:00,BURGLARY,213,21.0
74950,2014,21:00:00,BURGLARY FROM VEHICLE,685,21.0
75002,2014,21:00:00,THEFT OF IDENTITY,67,21.0
75013,2014,21:00:00,VEHICLE - STOLEN,777,21.0
75021,2014,21:02:00,BURGLARY,1,21.02
75028,2014,21:04:00,BURGLARY FROM VEHICLE,1,21.04
75035,2014,21:05:00,BATTERY - SIMPLE ASSAULT,17,21.05
75038,2014,21:05:00,BURGLARY,4,21.05
75039,2014,21:05:00,BURGLARY FROM VEHICLE,1,21.05
75055,2014,21:05:00,THEFT OF IDENTITY,1,21.05
75062,2014,21:05:00,VEHICLE - STOLEN,2,21.05
75067,2014,21:07:00,THEFT OF IDENTITY,1,21.07
75069,2014,21:08:00,BURGLARY,1,21.08
75070,2014,21:08:00,BURGLARY FROM VEHICLE,1,21.08
75072,2014,21:08:00,THEFT OF IDENTITY,1,21.08
75076,2014,21:09:00,THEFT OF IDENTITY,1,21.09
75082,2014,21:00:00,BATTERY - SIMPLE ASSAULT,41,21.1
75087,2014,21:00:00,BURGLARY,9,21.1
75088,2014,21:00:00,BURGLARY FROM VEHICLE,6,21.1
75117,2014,21:00:00,VEHICLE - STOLEN,3,21.1
75122,2014,21:01:00,BATTERY - SIMPLE ASSAULT,1,21.11
75126,2014,21:02:00,BURGLARY,1,21.12
75141,2014,21:05:00,BATTERY - SIMPLE ASSAULT,89,21.15
75148,2014,21:05:00,BURGLARY,24,21.15
75149,2014,21:05:00,BURGLARY FROM VEHICLE,28,21.15
75177,2014,21:05:00,THEFT OF IDENTITY,3,21.15
75185,2014,21:05:00,VEHICLE - STOLEN,22,21.15
75190,2014,21:07:00,BURGLARY FROM VEHICLE,1,21.17
75196,2014,21:09:00,BURGLARY,1,21.19
75202,2014,21:00:00,BATTERY - SIMPLE ASSAULT,65,21.2
75207,2014,21:00:00,BURGLARY,7,21.2
75208,2014,21:00:00,BURGLARY FROM VEHICLE,17,21.2
75232,2014,21:00:00,THEFT OF IDENTITY,1,21.2
75240,2014,21:00:00,VEHICLE - STOLEN,10,21.2
75244,2014,21:01:00,BURGLARY,1,21.21
75247,2014,21:02:00,BATTERY - SIMPLE ASSAULT,1,21.22
75266,2014,21:05:00,BATTERY - SIMPLE ASSAULT,23,21.25
75270,2014,21:05:00,BURGLARY,3,21.25
75271,2014,21:05:00,BURGLARY FROM VEHICLE,3,21.25
75295,2014,21:05:00,VEHICLE - STOLEN,4,21.25
75298,2014,21:06:00,BURGLARY,1,21.26
75301,2014,21:06:00,THEFT OF IDENTITY,1,21.26
75310,2014,21:00:00,BATTERY - SIMPLE ASSAULT,213,21.3
75317,2014,21:00:00,BURGLARY,120,21.3
75318,2014,21:00:00,BURGLARY FROM VEHICLE,291,21.3
75360,2014,21:00:00,THEFT OF IDENTITY,19,21.3
75369,2014,21:00:00,VEHICLE - STOLEN,306,21.3
75374,2014,21:02:00,BATTERY - SIMPLE ASSAULT,1,21.32
75385,2014,21:05:00,BATTERY - SIMPLE ASSAULT,23,21.35
75388,2014,21:05:00,BURGLARY,6,21.35
75389,2014,21:05:00,BURGLARY FROM VEHICLE,1,21.35
75406,2014,21:05:00,THEFT OF IDENTITY,3,21.35
75413,2014,21:05:00,VEHICLE - STOLEN,4,21.35
75416,2014,21:06:00,BATTERY - SIMPLE ASSAULT,2,21.36
75417,2014,21:06:00,BURGLARY,1,21.36
75422,2014,21:07:00,BURGLARY,1,21.37
75423,2014,21:08:00,BATTERY - SIMPLE ASSAULT,1,21.38
75432,2014,21:09:00,VEHICLE - STOLEN,1,21.39
75437,2014,21:00:00,BATTERY - SIMPLE ASSAULT,62,21.4
75444,2014,21:00:00,BURGLARY,10,21.4
75445,2014,21:00:00,BURGLARY FROM VEHICLE,16,21.4
75469,2014,21:00:00,THEFT OF IDENTITY,3,21.4
75478,2014,21:00:00,VEHICLE - STOLEN,10,21.4
75484,2014,21:02:00,BATTERY - SIMPLE ASSAULT,2,21.42
75491,2014,21:02:00,VEHICLE - STOLEN,1,21.42
75496,2014,21:04:00,BURGLARY,1,21.44
75502,2014,21:05:00,BATTERY - SIMPLE ASSAULT,81,21.45
75508,2014,21:05:00,BURGLARY,19,21.45
75509,2014,21:05:00,BURGLARY FROM VEHICLE,41,21.45
75535,2014,21:05:00,THEFT OF IDENTITY,1,21.45
75544,2014,21:05:00,VEHICLE - STOLEN,38,21.45
75550,2014,21:07:00,BURGLARY,1,21.47
75557,2014,21:08:00,VEHICLE - STOLEN,1,21.48
75564,2014,21:00:00,BATTERY - SIMPLE ASSAULT,57,21.5
75569,2014,21:00:00,BURGLARY,6,21.5
75570,2014,21:00:00,BURGLARY FROM VEHICLE,10,21.5
75600,2014,21:00:00,VEHICLE - STOLEN,7,21.5
75618,2014,21:05:00,BATTERY - SIMPLE ASSAULT,19,21.55
75623,2014,21:05:00,BURGLARY,4,21.55
75624,2014,21:05:00,BURGLARY FROM VEHICLE,2,21.55
75642,2014,21:05:00,VEHICLE - STOLEN,2,21.55
75649,2014,21:07:00,BATTERY - SIMPLE ASSAULT,1,21.57
75663,2014,22:00:00,BATTERY - SIMPLE ASSAULT,314,22.0
75670,2014,22:00:00,BURGLARY,234,22.0
75671,2014,22:00:00,BURGLARY FROM VEHICLE,741,22.0
75722,2014,22:00:00,THEFT OF IDENTITY,45,22.0
75733,2014,22:00:00,VEHICLE - STOLEN,843,22.0
75737,2014,22:01:00,BATTERY - SIMPLE ASSAULT,1,22.01
75738,2014,22:02:00,BURGLARY,1,22.02
75745,2014,22:04:00,THEFT OF IDENTITY,1,22.04
75750,2014,22:05:00,BATTERY - SIMPLE ASSAULT,21,22.05
75756,2014,22:05:00,BURGLARY,1,22.05
75757,2014,22:05:00,BURGLARY FROM VEHICLE,4,22.05
75773,2014,22:05:00,THEFT OF IDENTITY,1,22.05
75782,2014,22:06:00,BURGLARY,1,22.06
75785,2014,22:07:00,BURGLARY,1,22.07
75790,2014,22:09:00,BATTERY - SIMPLE ASSAULT,1,22.09
75791,2014,22:09:00,THEFT OF IDENTITY,1,22.09
75794,2014,22:00:00,BATTERY - SIMPLE ASSAULT,40,22.1
75799,2014,22:00:00,BURGLARY,5,22.1
75800,2014,22:00:00,BURGLARY FROM VEHICLE,10,22.1
75823,2014,22:00:00,THEFT OF IDENTITY,1,22.1
75832,2014,22:00:00,VEHICLE - STOLEN,3,22.1
75835,2014,22:01:00,BURGLARY FROM VEHICLE,1,22.11
75838,2014,22:02:00,VEHICLE - STOLEN,1,22.12
75845,2014,22:04:00,VEHICLE - STOLEN,1,22.14
75849,2014,22:05:00,BATTERY - SIMPLE ASSAULT,67,22.15
75854,2014,22:05:00,BURGLARY,17,22.15
75855,2014,22:05:00,BURGLARY FROM VEHICLE,33,22.15
75892,2014,22:05:00,VEHICLE - STOLEN,33,22.15
75896,2014,22:06:00,BATTERY - SIMPLE ASSAULT,1,22.16
75897,2014,22:06:00,BURGLARY FROM VEHICLE,1,22.16
75898,2014,22:07:00,BATTERY - SIMPLE ASSAULT,3,22.17
75909,2014,22:09:00,BURGLARY,1,22.19
75910,2014,22:09:00,BURGLARY FROM VEHICLE,1,22.19
75915,2014,22:00:00,BATTERY - SIMPLE ASSAULT,50,22.2
75919,2014,22:00:00,BURGLARY,15,22.2
75920,2014,22:00:00,BURGLARY FROM VEHICLE,11,22.2
75939,2014,22:00:00,THEFT OF IDENTITY,1,22.2
75946,2014,22:00:00,VEHICLE - STOLEN,4,22.2
75950,2014,22:01:00,BURGLARY,1,22.21
75966,2014,22:05:00,BATTERY - SIMPLE ASSAULT,17,22.25
75969,2014,22:05:00,BURGLARY,5,22.25
75970,2014,22:05:00,BURGLARY FROM VEHICLE,1,22.25
75988,2014,22:05:00,THEFT OF IDENTITY,1,22.25
75997,2014,22:06:00,BURGLARY,1,22.26
76000,2014,22:08:00,BATTERY - SIMPLE ASSAULT,1,22.28
76010,2014,22:00:00,BATTERY - SIMPLE ASSAULT,214,22.3
76019,2014,22:00:00,BURGLARY,128,22.3
76020,2014,22:00:00,BURGLARY FROM VEHICLE,272,22.3
76065,2014,22:00:00,THEFT OF IDENTITY,18,22.3
76076,2014,22:00:00,VEHICLE - STOLEN,246,22.3
76080,2014,22:02:00,BATTERY - SIMPLE ASSAULT,1,22.32
76082,2014,22:02:00,VEHICLE - STOLEN,1,22.32
76083,2014,22:03:00,BURGLARY FROM VEHICLE,2,22.33
76087,2014,22:05:00,BATTERY - SIMPLE ASSAULT,13,22.35
76091,2014,22:05:00,BURGLARY,2,22.35
76107,2014,22:05:00,THEFT OF IDENTITY,2,22.35
76113,2014,22:05:00,VEHICLE - STOLEN,3,22.35
76122,2014,22:07:00,BURGLARY,1,22.37
76125,2014,22:08:00,BURGLARY,1,22.38
76133,2014,22:00:00,BATTERY - SIMPLE ASSAULT,43,22.4
76138,2014,22:00:00,BURGLARY,11,22.4
76139,2014,22:00:00,BURGLARY FROM VEHICLE,13,22.4
76170,2014,22:00:00,VEHICLE - STOLEN,8,22.4
76174,2014,22:01:00,BURGLARY FROM VEHICLE,1,22.41
76175,2014,22:01:00,THEFT OF IDENTITY,1,22.41
76178,2014,22:03:00,BATTERY - SIMPLE ASSAULT,1,22.43
76186,2014,22:05:00,BATTERY - SIMPLE ASSAULT,63,22.45
76192,2014,22:05:00,BURGLARY,15,22.45
76193,2014,22:05:00,BURGLARY FROM VEHICLE,23,22.45
76220,2014,22:05:00,VEHICLE - STOLEN,20,22.45
76226,2014,22:06:00,THEFT OF IDENTITY,1,22.46
76229,2014,22:08:00,BATTERY - SIMPLE ASSAULT,3,22.48
76231,2014,22:09:00,BURGLARY,1,22.49
76237,2014,22:00:00,BATTERY - SIMPLE ASSAULT,46,22.5
76241,2014,22:00:00,BURGLARY,9,22.5
76242,2014,22:00:00,BURGLARY FROM VEHICLE,6,22.5
76266,2014,22:00:00,THEFT OF IDENTITY,1,22.5
76274,2014,22:00:00,VEHICLE - STOLEN,10,22.5
76279,2014,22:02:00,BATTERY - SIMPLE ASSAULT,1,22.52
76280,2014,22:02:00,BURGLARY FROM VEHICLE,2,22.52
76282,2014,22:03:00,BURGLARY,2,22.53
76290,2014,22:05:00,BATTERY - SIMPLE ASSAULT,17,22.55
76293,2014,22:05:00,BURGLARY,3,22.55
76294,2014,22:05:00,BURGLARY FROM VEHICLE,2,22.55
76319,2014,22:05:00,VEHICLE - STOLEN,3,22.55
76326,2014,22:07:00,BURGLARY,1,22.57
76330,2014,22:08:00,BATTERY - SIMPLE ASSAULT,1,22.58
76332,2014,22:09:00,BURGLARY,1,22.59
76339,2014,23:00:00,BATTERY - SIMPLE ASSAULT,283,23.0
76347,2014,23:00:00,BURGLARY,231,23.0
76348,2014,23:00:00,BURGLARY FROM VEHICLE,576,23.0
76393,2014,23:00:00,THEFT OF IDENTITY,33,23.0
76404,2014,23:00:00,VEHICLE - STOLEN,618,23.0
76408,2014,23:01:00,VEHICLE - STOLEN,1,23.01
76409,2014,23:03:00,VEHICLE - STOLEN,1,23.03
76413,2014,23:05:00,BATTERY - SIMPLE ASSAULT,21,23.05
76416,2014,23:05:00,BURGLARY,6,23.05
76417,2014,23:05:00,BURGLARY FROM VEHICLE,5,23.05
76439,2014,23:07:00,BATTERY - SIMPLE ASSAULT,1,23.07
76443,2014,23:08:00,BATTERY - SIMPLE ASSAULT,1,23.08
76444,2014,23:08:00,BURGLARY,2,23.08
76448,2014,23:09:00,BURGLARY,1,23.09
76453,2014,23:00:00,BATTERY - SIMPLE ASSAULT,33,23.1
76457,2014,23:00:00,BURGLARY,4,23.1
76458,2014,23:00:00,BURGLARY FROM VEHICLE,5,23.1
76475,2014,23:00:00,THEFT OF IDENTITY,1,23.1
76481,2014,23:00:00,VEHICLE - STOLEN,8,23.1
76487,2014,23:01:00,BATTERY - SIMPLE ASSAULT,1,23.11
76493,2014,23:02:00,THEFT OF IDENTITY,1,23.12
76494,2014,23:03:00,BURGLARY,1,23.13
76496,2014,23:03:00,VEHICLE - STOLEN,1,23.13
76498,2014,23:04:00,BATTERY - SIMPLE ASSAULT,1,23.14
76499,2014,23:04:00,BURGLARY,1,23.14
76503,2014,23:04:00,VEHICLE - STOLEN,2,23.14
76507,2014,23:05:00,BATTERY - SIMPLE ASSAULT,62,23.15
76513,2014,23:05:00,BURGLARY,18,23.15
76514,2014,23:05:00,BURGLARY FROM VEHICLE,20,23.15
76551,2014,23:05:00,VEHICLE - STOLEN,15,23.15
76568,2014,23:00:00,BATTERY - SIMPLE ASSAULT,42,23.2
76570,2014,23:00:00,BURGLARY,3,23.2
76571,2014,23:00:00,BURGLARY FROM VEHICLE,13,23.2
76604,2014,23:00:00,VEHICLE - STOLEN,7,23.2
76610,2014,23:03:00,BATTERY - SIMPLE ASSAULT,2,23.23
76616,2014,23:04:00,VEHICLE - STOLEN,1,23.24
76620,2014,23:05:00,BATTERY - SIMPLE ASSAULT,11,23.25
76621,2014,23:05:00,BURGLARY,5,23.25
76622,2014,23:05:00,BURGLARY FROM VEHICLE,2,23.25
76639,2014,23:05:00,THEFT OF IDENTITY,1,23.25
76645,2014,23:05:00,VEHICLE - STOLEN,5,23.25
76648,2014,23:06:00,BURGLARY,1,23.26
76653,2014,23:08:00,BATTERY - SIMPLE ASSAULT,1,23.28
76654,2014,23:08:00,BURGLARY,2,23.28
76658,2014,23:09:00,BATTERY - SIMPLE ASSAULT,1,23.29
76664,2014,23:00:00,BATTERY - SIMPLE ASSAULT,168,23.3
76673,2014,23:00:00,BURGLARY,61,23.3
76674,2014,23:00:00,BURGLARY FROM VEHICLE,215,23.3
76716,2014,23:00:00,THEFT OF IDENTITY,12,23.3
76726,2014,23:00:00,VEHICLE - STOLEN,202,23.3
76733,2014,23:04:00,VEHICLE - STOLEN,1,23.34
76737,2014,23:05:00,BATTERY - SIMPLE ASSAULT,15,23.35
76741,2014,23:05:00,BURGLARY,3,23.35
76754,2014,23:05:00,THEFT OF IDENTITY,1,23.35
76759,2014,23:05:00,VEHICLE - STOLEN,2,23.35
76763,2014,23:06:00,THEFT OF IDENTITY,1,23.36
76764,2014,23:07:00,BATTERY - SIMPLE ASSAULT,2,23.37
76771,2014,23:00:00,BATTERY - SIMPLE ASSAULT,57,23.4
76776,2014,23:00:00,BURGLARY,13,23.4
76777,2014,23:00:00,BURGLARY FROM VEHICLE,10,23.4
76803,2014,23:00:00,THEFT OF IDENTITY,3,23.4
76810,2014,23:00:00,VEHICLE - STOLEN,12,23.4
76814,2014,23:01:00,BATTERY - SIMPLE ASSAULT,1,23.41
76816,2014,23:02:00,BURGLARY,1,23.42
76818,2014,23:03:00,THEFT OF IDENTITY,1,23.43
76821,2014,23:04:00,BURGLARY,1,23.44
76822,2014,23:04:00,THEFT OF IDENTITY,1,23.44
76826,2014,23:05:00,BATTERY - SIMPLE ASSAULT,72,23.45
76831,2014,23:05:00,BURGLARY,21,23.45
76832,2014,23:05:00,BURGLARY FROM VEHICLE,50,23.45
76859,2014,23:05:00,THEFT OF IDENTITY,2,23.45
76869,2014,23:05:00,VEHICLE - STOLEN,29,23.45
76875,2014,23:07:00,BURGLARY,1,23.47
76877,2014,23:08:00,BURGLARY FROM VEHICLE,1,23.48
76882,2014,23:00:00,BATTERY - SIMPLE ASSAULT,56,23.5
76887,2014,23:00:00,BURGLARY,11,23.5
76888,2014,23:00:00,BURGLARY FROM VEHICLE,22,23.5
76908,2014,23:00:00,THEFT OF IDENTITY,2,23.5
76917,2014,23:00:00,VEHICLE - STOLEN,33,23.5
76920,2014,23:01:00,BURGLARY,1,23.51
76923,2014,23:02:00,BURGLARY FROM VEHICLE,1,23.52
76926,2014,23:02:00,THEFT OF IDENTITY,1,23.52
76929,2014,23:03:00,VEHICLE - STOLEN,1,23.53
76930,2014,23:04:00,BURGLARY,1,23.54
76933,2014,23:05:00,BATTERY - SIMPLE ASSAULT,20,23.55
76938,2014,23:05:00,BURGLARY,6,23.55
76939,2014,23:05:00,BURGLARY FROM VEHICLE,34,23.55
76962,2014,23:05:00,THEFT OF IDENTITY,2,23.55
76972,2014,23:05:00,VEHICLE - STOLEN,37,23.55
76978,2014,23:07:00,BURGLARY,1,23.57
76988,2014,23:09:00,BATTERY - SIMPLE ASSAULT,3,23.59
76990,2014,23:09:00,BURGLARY,5,23.59
76991,2014,23:09:00,BURGLARY FROM VEHICLE,15,23.59
77007,2014,23:09:00,THEFT OF IDENTITY,14,23.59
77013,2014,23:09:00,VEHICLE - STOLEN,11,23.59
77018,2015,00:01:00,BATTERY - SIMPLE ASSAULT,128,0.01
77027,2015,00:01:00,BURGLARY,192,0.01
77028,2015,00:01:00,BURGLARY FROM VEHICLE,203,0.01
77080,2015,00:01:00,THEFT OF IDENTITY,1026,0.01
77091,2015,00:01:00,VEHICLE - STOLEN,190,0.01
77095,2015,00:02:00,BATTERY - SIMPLE ASSAULT,1,0.02
77099,2015,00:02:00,THEFT OF IDENTITY,3,0.02
77101,2015,00:02:00,VEHICLE - STOLEN,1,0.02
77104,2015,00:03:00,BURGLARY FROM VEHICLE,1,0.03
77107,2015,00:03:00,THEFT OF IDENTITY,1,0.03
77109,2015,00:03:00,VEHICLE - STOLEN,2,0.03
77112,2015,00:04:00,BURGLARY FROM VEHICLE,1,0.04
77119,2015,00:05:00,BATTERY - SIMPLE ASSAULT,67,0.05
77126,2015,00:05:00,BURGLARY,30,0.05
77127,2015,00:05:00,BURGLARY FROM VEHICLE,112,0.05
77162,2015,00:05:00,THEFT OF IDENTITY,344,0.05
77171,2015,00:05:00,VEHICLE - STOLEN,95,0.05
77175,2015,00:06:00,BURGLARY,1,0.06
77184,2015,00:07:00,VEHICLE - STOLEN,1,0.07
77190,2015,00:09:00,VEHICLE - STOLEN,1,0.09
77194,2015,00:10:00,BATTERY - SIMPLE ASSAULT,49,0.1
77200,2015,00:10:00,BURGLARY,13,0.1
77201,2015,00:10:00,BURGLARY FROM VEHICLE,37,0.1
77229,2015,00:10:00,THEFT OF IDENTITY,12,0.1
77238,2015,00:10:00,VEHICLE - STOLEN,33,0.1
77245,2015,00:11:00,BURGLARY,2,0.11
77250,2015,00:12:00,BATTERY - SIMPLE ASSAULT,1,0.12
77251,2015,00:12:00,BURGLARY,1,0.12
77256,2015,00:12:00,VEHICLE - STOLEN,1,0.12
77265,2015,00:14:00,BURGLARY,1,0.14
77270,2015,00:15:00,BATTERY - SIMPLE ASSAULT,57,0.15
77275,2015,00:15:00,BURGLARY,23,0.15
77276,2015,00:15:00,BURGLARY FROM VEHICLE,30,0.15
77304,2015,00:15:00,THEFT OF IDENTITY,2,0.15
77314,2015,00:15:00,VEHICLE - STOLEN,35,0.15
77323,2015,00:17:00,BATTERY - SIMPLE ASSAULT,1,0.17
77328,2015,00:18:00,BURGLARY FROM VEHICLE,1,0.18
77330,2015,00:18:00,VEHICLE - STOLEN,1,0.18
77333,2015,00:19:00,BATTERY - SIMPLE ASSAULT,2,0.19
77342,2015,00:20:00,BATTERY - SIMPLE ASSAULT,49,0.2
77345,2015,00:20:00,BURGLARY,11,0.2
77346,2015,00:20:00,BURGLARY FROM VEHICLE,8,0.2
77371,2015,00:20:00,THEFT OF IDENTITY,3,0.2
77381,2015,00:20:00,VEHICLE - STOLEN,11,0.2
77386,2015,00:21:00,THEFT OF IDENTITY,1,0.21
77388,2015,00:22:00,BURGLARY,1,0.22
77395,2015,00:23:00,BATTERY - SIMPLE ASSAULT,2,0.23
77400,2015,00:23:00,VEHICLE - STOLEN,1,0.23
77408,2015,00:25:00,BATTERY - SIMPLE ASSAULT,20,0.25
77411,2015,00:25:00,BURGLARY,4,0.25
77412,2015,00:25:00,BURGLARY FROM VEHICLE,6,0.25
77438,2015,00:25:00,VEHICLE - STOLEN,1,0.25
77440,2015,00:26:00,BATTERY - SIMPLE ASSAULT,2,0.26
77441,2015,00:26:00,BURGLARY,1,0.26
77447,2015,00:28:00,BURGLARY,1,0.28
77451,2015,00:29:00,BURGLARY,1,0.29
77452,2015,00:29:00,THEFT OF IDENTITY,1,0.29
77456,2015,00:30:00,BATTERY - SIMPLE ASSAULT,143,0.3
77463,2015,00:30:00,BURGLARY,70,0.3
77464,2015,00:30:00,BURGLARY FROM VEHICLE,152,0.3
77501,2015,00:30:00,THEFT OF IDENTITY,25,0.3
77511,2015,00:30:00,VEHICLE - STOLEN,150,0.3
77518,2015,00:32:00,BATTERY - SIMPLE ASSAULT,2,0.32
77519,2015,00:32:00,BURGLARY,1,0.32
77534,2015,00:35:00,BATTERY - SIMPLE ASSAULT,22,0.35
77539,2015,00:35:00,BURGLARY,7,0.35
77540,2015,00:35:00,BURGLARY FROM VEHICLE,1,0.35
77554,2015,00:35:00,THEFT OF IDENTITY,3,0.35
77560,2015,00:35:00,VEHICLE - STOLEN,6,0.35
77564,2015,00:36:00,BATTERY - SIMPLE ASSAULT,1,0.36
77565,2015,00:36:00,BURGLARY,1,0.36
77568,2015,00:36:00,THEFT OF IDENTITY,1,0.36
77569,2015,00:37:00,BATTERY - SIMPLE ASSAULT,1,0.37
77570,2015,00:37:00,BURGLARY FROM VEHICLE,1,0.37
77573,2015,00:38:00,BURGLARY,1,0.38
77575,2015,00:39:00,BURGLARY,1,0.39
77581,2015,00:40:00,BATTERY - SIMPLE ASSAULT,27,0.4
77585,2015,00:40:00,BURGLARY,10,0.4
77586,2015,00:40:00,BURGLARY FROM VEHICLE,9,0.4
77607,2015,00:40:00,THEFT OF IDENTITY,3,0.4
77614,2015,00:40:00,VEHICLE - STOLEN,8,0.4
77616,2015,00:41:00,BURGLARY FROM VEHICLE,1,0.41
77619,2015,00:42:00,BURGLARY,1,0.42
77622,2015,00:42:00,THEFT OF IDENTITY,1,0.42
77627,2015,00:44:00,BURGLARY FROM VEHICLE,1,0.44
77632,2015,00:45:00,BATTERY - SIMPLE ASSAULT,59,0.45
77636,2015,00:45:00,BURGLARY,11,0.45
77637,2015,00:45:00,BURGLARY FROM VEHICLE,20,0.45
77661,2015,00:45:00,THEFT OF IDENTITY,3,0.45
77670,2015,00:45:00,VEHICLE - STOLEN,13,0.45
77674,2015,00:46:00,BURGLARY,1,0.46
77681,2015,00:48:00,BATTERY - SIMPLE ASSAULT,1,0.48
77682,2015,00:48:00,BURGLARY,1,0.48
77690,2015,00:50:00,BATTERY - SIMPLE ASSAULT,24,0.5
77693,2015,00:50:00,BURGLARY,16,0.5
77694,2015,00:50:00,BURGLARY FROM VEHICLE,10,0.5
77724,2015,00:50:00,VEHICLE - STOLEN,5,0.5
77727,2015,00:51:00,THEFT OF IDENTITY,1,0.51
77730,2015,00:52:00,BURGLARY,1,0.52
77732,2015,00:53:00,THEFT OF IDENTITY,1,0.53
77736,2015,00:55:00,BATTERY - SIMPLE ASSAULT,16,0.55
77739,2015,00:55:00,BURGLARY,6,0.55
77740,2015,00:55:00,BURGLARY FROM VEHICLE,5,0.55
77761,2015,00:55:00,VEHICLE - STOLEN,3,0.55
77766,2015,00:56:00,BURGLARY,1,0.56
77767,2015,00:56:00,BURGLARY FROM VEHICLE,1,0.56
77769,2015,00:56:00,THEFT OF IDENTITY,1,0.56
77771,2015,00:57:00,BURGLARY,1,0.57
77779,2015,00:59:00,THEFT OF IDENTITY,1,0.59
77784,2015,01:00:00,BATTERY - SIMPLE ASSAULT,216,1.0
77791,2015,01:00:00,BURGLARY,99,1.0
77792,2015,01:00:00,BURGLARY FROM VEHICLE,326,1.0
77843,2015,01:00:00,THEFT OF IDENTITY,84,1.0
77853,2015,01:00:00,VEHICLE - STOLEN,321,1.0
77859,2015,01:02:00,BURGLARY,1,1.02
77861,2015,01:03:00,BATTERY - SIMPLE ASSAULT,1,1.03
77870,2015,01:05:00,BATTERY - SIMPLE ASSAULT,8,1.05
77872,2015,01:05:00,BURGLARY,7,1.05
77873,2015,01:05:00,BURGLARY FROM VEHICLE,1,1.05
77889,2015,01:05:00,VEHICLE - STOLEN,2,1.05
77892,2015,01:06:00,BURGLARY,1,1.06
77895,2015,01:07:00,BATTERY - SIMPLE ASSAULT,1,1.07
77896,2015,01:07:00,BURGLARY,1,1.07
77899,2015,01:08:00,BATTERY - SIMPLE ASSAULT,1,1.08
77900,2015,01:08:00,BURGLARY,1,1.08
77904,2015,01:09:00,BURGLARY FROM VEHICLE,1,1.09
77910,2015,01:10:00,BATTERY - SIMPLE ASSAULT,33,1.1
77914,2015,01:10:00,BURGLARY,8,1.1
77915,2015,01:10:00,BURGLARY FROM VEHICLE,7,1.1
77935,2015,01:10:00,THEFT OF IDENTITY,7,1.1
77942,2015,01:10:00,VEHICLE - STOLEN,4,1.1
77945,2015,01:11:00,BURGLARY,1,1.11
77948,2015,01:11:00,THEFT OF IDENTITY,1,1.11
77950,2015,01:12:00,BURGLARY FROM VEHICLE,1,1.12
77955,2015,01:13:00,BATTERY - SIMPLE ASSAULT,1,1.13
77957,2015,01:14:00,BURGLARY,1,1.14
77959,2015,01:14:00,THEFT OF IDENTITY,1,1.14
77964,2015,01:15:00,BATTERY - SIMPLE ASSAULT,44,1.15
77969,2015,01:15:00,BURGLARY,8,1.15
77970,2015,01:15:00,BURGLARY FROM VEHICLE,12,1.15
77995,2015,01:15:00,THEFT OF IDENTITY,1,1.15
