,Year,Time Occurred,Crime Code Description,Count,Hour
102414,2016,10:01:00,BURGLARY,1,10.31
102417,2016,10:02:00,BATTERY - SIMPLE ASSAULT,1,10.32
102422,2016,10:03:00,THEFT OF IDENTITY,1,10.33
102427,2016,10:04:00,BURGLARY,2,10.34
102436,2016,10:05:00,BATTERY - SIMPLE ASSAULT,7,10.35
102441,2016,10:05:00,BURGLARY,8,10.35
102442,2016,10:05:00,BURGLARY FROM VEHICLE,2,10.35
102460,2016,10:05:00,THEFT OF IDENTITY,5,10.35
102467,2016,10:05:00,VEHICLE - STOLEN,5,10.35
102482,2016,10:07:00,BURGLARY,4,10.37
102486,2016,10:07:00,THEFT OF IDENTITY,1,10.37
102488,2016,10:08:00,BURGLARY,1,10.38
102493,2016,10:09:00,BATTERY - SIMPLE ASSAULT,1,10.39
102494,2016,10:09:00,BURGLARY,1,10.39
102501,2016,10:00:00,BATTERY - SIMPLE ASSAULT,35,10.4
102508,2016,10:00:00,BURGLARY,16,10.4
102509,2016,10:00:00,BURGLARY FROM VEHICLE,10,10.4
102536,2016,10:00:00,THEFT OF IDENTITY,7,10.4
102546,2016,10:00:00,VEHICLE - STOLEN,17,10.4
102554,2016,10:01:00,THEFT OF IDENTITY,1,10.41
102558,2016,10:02:00,THEFT OF IDENTITY,1,10.42
102561,2016,10:03:00,BURGLARY FROM VEHICLE,2,10.43
102566,2016,10:04:00,BURGLARY FROM VEHICLE,1,10.44
102569,2016,10:04:00,THEFT OF IDENTITY,1,10.44
102575,2016,10:05:00,BATTERY - SIMPLE ASSAULT,62,10.45
102582,2016,10:05:00,BURGLARY,27,10.45
102583,2016,10:05:00,BURGLARY FROM VEHICLE,22,10.45
102611,2016,10:05:00,THEFT OF IDENTITY,10,10.45
102620,2016,10:05:00,VEHICLE - STOLEN,21,10.45
102624,2016,10:06:00,BURGLARY,1,10.46
102630,2016,10:06:00,VEHICLE - STOLEN,1,10.46
102632,2016,10:07:00,BATTERY - SIMPLE ASSAULT,1,10.47
102651,2016,10:00:00,BATTERY - SIMPLE ASSAULT,47,10.5
102657,2016,10:00:00,BURGLARY,14,10.5
102658,2016,10:00:00,BURGLARY FROM VEHICLE,12,10.5
102683,2016,10:00:00,THEFT OF IDENTITY,6,10.5
102691,2016,10:00:00,VEHICLE - STOLEN,5,10.5
102694,2016,10:01:00,BATTERY - SIMPLE ASSAULT,1,10.51
102701,2016,10:02:00,VEHICLE - STOLEN,1,10.52
102703,2016,10:03:00,BURGLARY,1,10.53
102706,2016,10:03:00,THEFT OF IDENTITY,1,10.53
102713,2016,10:04:00,VEHICLE - STOLEN,1,10.54
102717,2016,10:05:00,BATTERY - SIMPLE ASSAULT,18,10.55
102721,2016,10:05:00,BURGLARY,10,10.55
102722,2016,10:05:00,BURGLARY FROM VEHICLE,8,10.55
102742,2016,10:05:00,THEFT OF IDENTITY,1,10.55
102749,2016,10:05:00,VEHICLE - STOLEN,2,10.55
102752,2016,10:06:00,BURGLARY,1,10.56
102759,2016,10:07:00,BATTERY - SIMPLE ASSAULT,1,10.57
102760,2016,10:07:00,BURGLARY FROM VEHICLE,1,10.57
102770,2016,10:09:00,BATTERY - SIMPLE ASSAULT,1,10.59
102778,2016,11:00:00,BATTERY - SIMPLE ASSAULT,252,11.0
102787,2016,11:00:00,BURGLARY,347,11.0
102788,2016,11:00:00,BURGLARY FROM VEHICLE,201,11.0
102841,2016,11:00:00,THEFT OF IDENTITY,330,11.0
102853,2016,11:00:00,VEHICLE - STOLEN,282,11.0
102857,2016,11:01:00,BURGLARY,1,11.01
102864,2016,11:02:00,THEFT OF IDENTITY,1,11.02
102884,2016,11:05:00,BATTERY - SIMPLE ASSAULT,17,11.05
102889,2016,11:05:00,BURGLARY,6,11.05
102890,2016,11:05:00,BURGLARY FROM VEHICLE,4,11.05
102907,2016,11:05:00,THEFT OF IDENTITY,13,11.05
102914,2016,11:05:00,VEHICLE - STOLEN,1,11.05
102917,2016,11:06:00,BATTERY - SIMPLE ASSAULT,3,11.06
102923,2016,11:07:00,BURGLARY,1,11.07
102931,2016,11:09:00,BURGLARY,1,11.09
102937,2016,11:00:00,BATTERY - SIMPLE ASSAULT,32,11.1
102943,2016,11:00:00,BURGLARY,13,11.1
102944,2016,11:00:00,BURGLARY FROM VEHICLE,12,11.1
102968,2016,11:00:00,THEFT OF IDENTITY,11,11.1
102978,2016,11:00:00,VEHICLE - STOLEN,6,11.1
102985,2016,11:01:00,THEFT OF IDENTITY,1,11.11
102995,2016,11:03:00,BATTERY - SIMPLE ASSAULT,1,11.13
103001,2016,11:04:00,BURGLARY FROM VEHICLE,1,11.14
103007,2016,11:05:00,BATTERY - SIMPLE ASSAULT,62,11.15
103013,2016,11:05:00,BURGLARY,27,11.15
103014,2016,11:05:00,BURGLARY FROM VEHICLE,23,11.15
103046,2016,11:05:00,THEFT OF IDENTITY,9,11.15
103056,2016,11:05:00,VEHICLE - STOLEN,12,11.15
103067,2016,11:07:00,BURGLARY,2,11.17
103072,2016,11:07:00,THEFT OF IDENTITY,1,11.17
103075,2016,11:08:00,BATTERY - SIMPLE ASSAULT,1,11.18
103076,2016,11:08:00,BURGLARY,1,11.18
103079,2016,11:08:00,THEFT OF IDENTITY,1,11.18
103080,2016,11:08:00,VEHICLE - STOLEN,1,11.18
103092,2016,11:00:00,BATTERY - SIMPLE ASSAULT,49,11.2
103099,2016,11:00:00,BURGLARY,20,11.2
103100,2016,11:00:00,BURGLARY FROM VEHICLE,12,11.2
103125,2016,11:00:00,THEFT OF IDENTITY,12,11.2
103135,2016,11:00:00,VEHICLE - STOLEN,7,11.2
103138,2016,11:01:00,BATTERY - SIMPLE ASSAULT,1,11.21
103146,2016,11:02:00,THEFT OF IDENTITY,1,11.22
103157,2016,11:04:00,BATTERY - SIMPLE ASSAULT,2,11.24
103158,2016,11:04:00,BURGLARY,1,11.24
103165,2016,11:05:00,BATTERY - SIMPLE ASSAULT,17,11.25
103168,2016,11:05:00,BURGLARY,4,11.25
103169,2016,11:05:00,BURGLARY FROM VEHICLE,8,11.25
103188,2016,11:05:00,THEFT OF IDENTITY,7,11.25
103197,2016,11:05:00,VEHICLE - STOLEN,4,11.25
103201,2016,11:06:00,BATTERY - SIMPLE ASSAULT,1,11.26
103202,2016,11:06:00,BURGLARY,1,11.26
103208,2016,11:07:00,BATTERY - SIMPLE ASSAULT,1,11.27
103216,2016,11:08:00,BATTERY - SIMPLE ASSAULT,1,11.28
103223,2016,11:09:00,BURGLARY,1,11.29
103231,2016,11:00:00,BATTERY - SIMPLE ASSAULT,147,11.3
103239,2016,11:00:00,BURGLARY,154,11.3
103240,2016,11:00:00,BURGLARY FROM VEHICLE,90,11.3
103280,2016,11:00:00,THEFT OF IDENTITY,68,11.3
103293,2016,11:00:00,VEHICLE - STOLEN,102,11.3
103297,2016,11:01:00,BURGLARY,1,11.31
103300,2016,11:02:00,BATTERY - SIMPLE ASSAULT,1,11.32
103304,2016,11:02:00,THEFT OF IDENTITY,1,11.32
103309,2016,11:03:00,BURGLARY FROM VEHICLE,1,11.33
103313,2016,11:03:00,THEFT OF IDENTITY,1,11.33
103315,2016,11:04:00,BATTERY - SIMPLE ASSAULT,1,11.34
103326,2016,11:05:00,BATTERY - SIMPLE ASSAULT,20,11.35
103332,2016,11:05:00,BURGLARY,3,11.35
103333,2016,11:05:00,BURGLARY FROM VEHICLE,2,11.35
103356,2016,11:05:00,THEFT OF IDENTITY,5,11.35
103363,2016,11:05:00,VEHICLE - STOLEN,4,11.35
103370,2016,11:06:00,BURGLARY FROM VEHICLE,1,11.36
103374,2016,11:06:00,THEFT OF IDENTITY,1,11.36
103377,2016,11:07:00,BURGLARY,1,11.37
103379,2016,11:07:00,THEFT OF IDENTITY,2,11.37
103380,2016,11:08:00,BATTERY - SIMPLE ASSAULT,3,11.38
103386,2016,11:09:00,BATTERY - SIMPLE ASSAULT,1,11.39
103387,2016,11:09:00,BURGLARY,1,11.39
103395,2016,11:00:00,BATTERY - SIMPLE ASSAULT,54,11.4
103401,2016,11:00:00,BURGLARY,19,11.4
103402,2016,11:00:00,BURGLARY FROM VEHICLE,21,11.4
103429,2016,11:00:00,THEFT OF IDENTITY,4,11.4
103438,2016,11:00:00,VEHICLE - STOLEN,13,11.4
103445,2016,11:02:00,BURGLARY,1,11.42
103452,2016,11:02:00,THEFT OF IDENTITY,1,11.42
103456,2016,11:03:00,BURGLARY,3,11.43
103459,2016,11:03:00,THEFT OF IDENTITY,2,11.43
103470,2016,11:05:00,BATTERY - SIMPLE ASSAULT,81,11.45
103476,2016,11:05:00,BURGLARY,43,11.45
103477,2016,11:05:00,BURGLARY FROM VEHICLE,23,11.45
103509,2016,11:05:00,THEFT OF IDENTITY,11,11.45
103519,2016,11:05:00,VEHICLE - STOLEN,20,11.45
103522,2016,11:06:00,BURGLARY FROM VEHICLE,1,11.46
103527,2016,11:06:00,THEFT OF IDENTITY,1,11.46
103533,2016,11:07:00,BURGLARY FROM VEHICLE,1,11.47
103542,2016,11:08:00,THEFT OF IDENTITY,2,11.48
103555,2016,11:00:00,BATTERY - SIMPLE ASSAULT,65,11.5
103561,2016,11:00:00,BURGLARY,8,11.5
103562,2016,11:00:00,BURGLARY FROM VEHICLE,17,11.5
103590,2016,11:00:00,THEFT OF IDENTITY,11,11.5
103598,2016,11:00:00,VEHICLE - STOLEN,12,11.5
103601,2016,11:01:00,BURGLARY,1,11.51
103617,2016,11:03:00,BATTERY - SIMPLE ASSAULT,1,11.53
103619,2016,11:03:00,BURGLARY,1,11.53
103623,2016,11:03:00,THEFT OF IDENTITY,2,11.53
103625,2016,11:04:00,BATTERY - SIMPLE ASSAULT,2,11.54
103631,2016,11:04:00,THEFT OF IDENTITY,1,11.54
103637,2016,11:05:00,BATTERY - SIMPLE ASSAULT,23,11.55
103642,2016,11:05:00,BURGLARY,8,11.55
103643,2016,11:05:00,BURGLARY FROM VEHICLE,5,11.55
103667,2016,11:05:00,THEFT OF IDENTITY,5,11.55
103673,2016,11:05:00,VEHICLE - STOLEN,7,11.55
103677,2016,11:06:00,BATTERY - SIMPLE ASSAULT,1,11.56
103678,2016,11:06:00,BURGLARY FROM VEHICLE,1,11.56
103681,2016,11:06:00,THEFT OF IDENTITY,1,11.56
103684,2016,11:06:00,VEHICLE - STOLEN,1,11.56
103686,2016,11:07:00,BURGLARY,1,11.57
103694,2016,11:08:00,BATTERY - SIMPLE ASSAULT,1,11.58
103697,2016,11:08:00,BURGLARY,1,11.58
103702,2016,11:08:00,THEFT OF IDENTITY,1,11.58
103705,2016,11:09:00,BATTERY - SIMPLE ASSAULT,2,11.59
103707,2016,11:09:00,BURGLARY,1,11.59
103708,2016,11:09:00,BURGLARY FROM VEHICLE,2,11.59
103715,2016,11:09:00,VEHICLE - STOLEN,2,11.59
103719,2016,12:00:00,BATTERY - SIMPLE ASSAULT,307,12.0
103729,2016,12:00:00,BURGLARY,653,12.0
103730,2016,12:00:00,BURGLARY FROM VEHICLE,329,12.0
103793,2016,12:00:00,THEFT OF IDENTITY,3518,12.0
103806,2016,12:00:00,VEHICLE - STOLEN,551,12.0
103810,2016,12:01:00,BATTERY - SIMPLE ASSAULT,1,12.01
103812,2016,12:01:00,BURGLARY,1,12.01
103818,2016,12:01:00,THEFT OF IDENTITY,1,12.01
103822,2016,12:01:00,VEHICLE - STOLEN,1,12.01
103829,2016,12:03:00,BATTERY - SIMPLE ASSAULT,1,12.03
103836,2016,12:04:00,BURGLARY,1,12.04
103845,2016,12:05:00,BATTERY - SIMPLE ASSAULT,22,12.05
103851,2016,12:05:00,BURGLARY,4,12.05
103852,2016,12:05:00,BURGLARY FROM VEHICLE,3,12.05
103873,2016,12:05:00,THEFT OF IDENTITY,3,12.05
103882,2016,12:05:00,VEHICLE - STOLEN,2,12.05
103886,2016,12:06:00,BURGLARY,1,12.06
103894,2016,12:07:00,BATTERY - SIMPLE ASSAULT,1,12.07
103898,2016,12:07:00,VEHICLE - STOLEN,1,12.07
103900,2016,12:08:00,BURGLARY,1,12.08
103908,2016,12:08:00,THEFT OF IDENTITY,1,12.08
103913,2016,12:09:00,BURGLARY,1,12.09
103920,2016,12:00:00,BATTERY - SIMPLE ASSAULT,43,12.1
103928,2016,12:00:00,BURGLARY,10,12.1
103929,2016,12:00:00,BURGLARY FROM VEHICLE,12,12.1
103948,2016,12:00:00,THEFT OF IDENTITY,6,12.1
103957,2016,12:00:00,VEHICLE - STOLEN,12,12.1
103975,2016,12:03:00,BATTERY - SIMPLE ASSAULT,1,12.13
103976,2016,12:03:00,BURGLARY,1,12.13
103981,2016,12:04:00,BATTERY - SIMPLE ASSAULT,2,12.14
103985,2016,12:04:00,VEHICLE - STOLEN,1,12.14
103988,2016,12:05:00,BATTERY - SIMPLE ASSAULT,64,12.15
103996,2016,12:05:00,BURGLARY,22,12.15
103997,2016,12:05:00,BURGLARY FROM VEHICLE,24,12.15
104025,2016,12:05:00,THEFT OF IDENTITY,5,12.15
104036,2016,12:05:00,VEHICLE - STOLEN,15,12.15
104047,2016,12:07:00,BATTERY - SIMPLE ASSAULT,1,12.17
104062,2016,12:08:00,THEFT OF IDENTITY,1,12.18
104064,2016,12:08:00,VEHICLE - STOLEN,1,12.18
104066,2016,12:09:00,BATTERY - SIMPLE ASSAULT,2,12.19
104070,2016,12:09:00,THEFT OF IDENTITY,1,12.19
104075,2016,12:00:00,BATTERY - SIMPLE ASSAULT,76,12.2
104082,2016,12:00:00,BURGLARY,17,12.2
104083,2016,12:00:00,BURGLARY FROM VEHICLE,9,12.2
104108,2016,12:00:00,THEFT OF IDENTITY,5,12.2
104115,2016,12:00:00,VEHICLE - STOLEN,15,12.2
104118,2016,12:01:00,BATTERY - SIMPLE ASSAULT,1,12.21
104120,2016,12:01:00,BURGLARY,1,12.21
104126,2016,12:01:00,VEHICLE - STOLEN,1,12.21
104139,2016,12:03:00,BURGLARY FROM VEHICLE,2,12.23
104145,2016,12:04:00,BATTERY - SIMPLE ASSAULT,1,12.24
104147,2016,12:04:00,BURGLARY,1,12.24
104154,2016,12:05:00,BATTERY - SIMPLE ASSAULT,15,12.25
104161,2016,12:05:00,BURGLARY,4,12.25
104162,2016,12:05:00,BURGLARY FROM VEHICLE,2,12.25
104183,2016,12:05:00,THEFT OF IDENTITY,1,12.25
104193,2016,12:05:00,VEHICLE - STOLEN,4,12.25
104201,2016,12:06:00,THEFT OF IDENTITY,2,12.26
104210,2016,12:07:00,THEFT OF IDENTITY,1,12.27
104217,2016,12:09:00,BATTERY - SIMPLE ASSAULT,2,12.29
104218,2016,12:09:00,BURGLARY FROM VEHICLE,1,12.29
104224,2016,12:09:00,THEFT OF IDENTITY,1,12.29
104227,2016,12:09:00,VEHICLE - STOLEN,1,12.29
104231,2016,12:00:00,BATTERY - SIMPLE ASSAULT,200,12.3
104239,2016,12:00:00,BURGLARY,163,12.3
104240,2016,12:00:00,BURGLARY FROM VEHICLE,85,12.3
104281,2016,12:00:00,THEFT OF IDENTITY,47,12.3
104293,2016,12:00:00,VEHICLE - STOLEN,90,12.3
104306,2016,12:02:00,THEFT OF IDENTITY,3,12.32
104313,2016,12:04:00,BATTERY - SIMPLE ASSAULT,1,12.34
104317,2016,12:04:00,VEHICLE - STOLEN,1,12.34
104324,2016,12:05:00,BATTERY - SIMPLE ASSAULT,28,12.35
104330,2016,12:05:00,BURGLARY,4,12.35
104331,2016,12:05:00,BURGLARY FROM VEHICLE,5,12.35
104349,2016,12:05:00,THEFT OF IDENTITY,10,12.35
104358,2016,12:05:00,VEHICLE - STOLEN,2,12.35
104375,2016,12:08:00,THEFT OF IDENTITY,1,12.38
104378,2016,12:08:00,VEHICLE - STOLEN,1,12.38
104381,2016,12:09:00,BATTERY - SIMPLE ASSAULT,2,12.39
104385,2016,12:09:00,THEFT OF IDENTITY,1,12.39
104389,2016,12:00:00,BATTERY - SIMPLE ASSAULT,49,12.4
104395,2016,12:00:00,BURGLARY,15,12.4
104396,2016,12:00:00,BURGLARY FROM VEHICLE,13,12.4
104425,2016,12:00:00,THEFT OF IDENTITY,9,12.4
104434,2016,12:00:00,VEHICLE - STOLEN,13,12.4
104441,2016,12:01:00,THEFT OF IDENTITY,2,12.41
104450,2016,12:02:00,THEFT OF IDENTITY,1,12.42
104466,2016,12:05:00,BATTERY - SIMPLE ASSAULT,79,12.45
104473,2016,12:05:00,BURGLARY,35,12.45
104474,2016,12:05:00,BURGLARY FROM VEHICLE,16,12.45
104504,2016,12:05:00,THEFT OF IDENTITY,12,12.45
104514,2016,12:05:00,VEHICLE - STOLEN,18,12.45
104518,2016,12:06:00,BATTERY - SIMPLE ASSAULT,2,12.46
104522,2016,12:06:00,THEFT OF IDENTITY,1,12.46
104531,2016,12:07:00,VEHICLE - STOLEN,1,12.47
104533,2016,12:08:00,BATTERY - SIMPLE ASSAULT,3,12.48
104542,2016,12:09:00,BATTERY - SIMPLE ASSAULT,1,12.49
104544,2016,12:09:00,BURGLARY,1,12.49
104545,2016,12:09:00,BURGLARY FROM VEHICLE,1,12.49
104552,2016,12:00:00,BATTERY - SIMPLE ASSAULT,57,12.5
104559,2016,12:00:00,BURGLARY,16,12.5
104560,2016,12:00:00,BURGLARY FROM VEHICLE,14,12.5
104588,2016,12:00:00,THEFT OF IDENTITY,8,12.5
104598,2016,12:00:00,VEHICLE - STOLEN,9,12.5
104601,2016,12:01:00,BATTERY - SIMPLE ASSAULT,1,12.51
104602,2016,12:01:00,BURGLARY,2,12.51
104613,2016,12:02:00,THEFT OF IDENTITY,1,12.52
104626,2016,12:04:00,BATTERY - SIMPLE ASSAULT,3,12.54
104628,2016,12:04:00,BURGLARY,1,12.54
104635,2016,12:05:00,BATTERY - SIMPLE ASSAULT,17,12.55
104640,2016,12:05:00,BURGLARY,2,12.55
104641,2016,12:05:00,BURGLARY FROM VEHICLE,5,12.55
104659,2016,12:05:00,THEFT OF IDENTITY,5,12.55
104666,2016,12:05:00,VEHICLE - STOLEN,7,12.55
104684,2016,12:08:00,BURGLARY,2,12.58
104689,2016,12:08:00,THEFT OF IDENTITY,1,12.58
104691,2016,12:08:00,VEHICLE - STOLEN,1,12.58
104703,2016,13:00:00,BATTERY - SIMPLE ASSAULT,288,13.0
104712,2016,13:00:00,BURGLARY,330,13.0
104713,2016,13:00:00,BURGLARY FROM VEHICLE,239,13.0
104768,2016,13:00:00,THEFT OF IDENTITY,328,13.0
104780,2016,13:00:00,VEHICLE - STOLEN,279,13.0
104784,2016,13:01:00,BATTERY - SIMPLE ASSAULT,1,13.01
104797,2016,13:03:00,BURGLARY,1,13.03
104804,2016,13:04:00,BURGLARY,1,13.04
104811,2016,13:05:00,BATTERY - SIMPLE ASSAULT,19,13.05
104816,2016,13:05:00,BURGLARY,8,13.05
104817,2016,13:05:00,BURGLARY FROM VEHICLE,6,13.05
104838,2016,13:05:00,THEFT OF IDENTITY,3,13.05
104847,2016,13:05:00,VEHICLE - STOLEN,5,13.05
104851,2016,13:06:00,BATTERY - SIMPLE ASSAULT,1,13.06
104854,2016,13:06:00,BURGLARY,2,13.06
104855,2016,13:06:00,BURGLARY FROM VEHICLE,1,13.06
104858,2016,13:06:00,THEFT OF IDENTITY,1,13.06
104860,2016,13:06:00,VEHICLE - STOLEN,1,13.06
104862,2016,13:07:00,BATTERY - SIMPLE ASSAULT,1,13.07
104864,2016,13:07:00,BURGLARY,1,13.07
104867,2016,13:07:00,VEHICLE - STOLEN,1,13.07
104871,2016,13:08:00,BURGLARY,1,13.08
104875,2016,13:08:00,VEHICLE - STOLEN,2,13.08
104878,2016,13:09:00,BURGLARY,1,13.09
104884,2016,13:00:00,BATTERY - SIMPLE ASSAULT,43,13.1
104890,2016,13:00:00,BURGLARY,15,13.1
104891,2016,13:00:00,BURGLARY FROM VEHICLE,7,13.1
104913,2016,13:00:00,THEFT OF IDENTITY,4,13.1
104920,2016,13:00:00,VEHICLE - STOLEN,8,13.1
104926,2016,13:02:00,BATTERY - SIMPLE ASSAULT,1,13.12
104930,2016,13:02:00,THEFT OF IDENTITY,1,13.12
104932,2016,13:03:00,BURGLARY,1,13.13
104937,2016,13:03:00,THEFT OF IDENTITY,1,13.13
104951,2016,13:05:00,BATTERY - SIMPLE ASSAULT,70,13.15
104957,2016,13:05:00,BURGLARY,22,13.15
104958,2016,13:05:00,BURGLARY FROM VEHICLE,24,13.15
104989,2016,13:05:00,THEFT OF IDENTITY,6,13.15
104998,2016,13:05:00,VEHICLE - STOLEN,25,13.15
105003,2016,13:06:00,BURGLARY,1,13.16
105004,2016,13:06:00,BURGLARY FROM VEHICLE,1,13.16
105006,2016,13:06:00,THEFT OF IDENTITY,1,13.16
105008,2016,13:07:00,BURGLARY,1,13.17
105027,2016,13:00:00,BATTERY - SIMPLE ASSAULT,55,13.2
105035,2016,13:00:00,BURGLARY,19,13.2
105036,2016,13:00:00,BURGLARY FROM VEHICLE,20,13.2
105065,2016,13:00:00,THEFT OF IDENTITY,9,13.2
105073,2016,13:00:00,VEHICLE - STOLEN,4,13.2
105085,2016,13:02:00,BATTERY - SIMPLE ASSAULT,2,13.22
105086,2016,13:02:00,BURGLARY,1,13.22
105091,2016,13:02:00,VEHICLE - STOLEN,1,13.22
105093,2016,13:03:00,BURGLARY,1,13.23
105095,2016,13:03:00,THEFT OF IDENTITY,1,13.23
105098,2016,13:03:00,VEHICLE - STOLEN,1,13.23
105099,2016,13:04:00,BATTERY - SIMPLE ASSAULT,1,13.24
105100,2016,13:04:00,BURGLARY FROM VEHICLE,1,13.24
105106,2016,13:04:00,THEFT OF IDENTITY,2,13.24
105111,2016,13:05:00,BATTERY - SIMPLE ASSAULT,23,13.25
105115,2016,13:05:00,BURGLARY,5,13.25
105116,2016,13:05:00,BURGLARY FROM VEHICLE,6,13.25
105131,2016,13:05:00,THEFT OF IDENTITY,2,13.25
105139,2016,13:05:00,VEHICLE - STOLEN,3,13.25
105141,2016,13:06:00,BATTERY - SIMPLE ASSAULT,1,13.26
105142,2016,13:06:00,BURGLARY FROM VEHICLE,1,13.26
105148,2016,13:07:00,BATTERY - SIMPLE ASSAULT,1,13.27
105151,2016,13:07:00,THEFT OF IDENTITY,2,13.27
105155,2016,13:08:00,BATTERY - SIMPLE ASSAULT,2,13.28
105164,2016,13:00:00,BATTERY - SIMPLE ASSAULT,215,13.3
105172,2016,13:00:00,BURGLARY,146,13.3
105173,2016,13:00:00,BURGLARY FROM VEHICLE,105,13.3
105220,2016,13:00:00,THEFT OF IDENTITY,64,13.3
105231,2016,13:00:00,VEHICLE - STOLEN,84,13.3
105239,2016,13:02:00,BATTERY - SIMPLE ASSAULT,1,13.32
105242,2016,13:02:00,THEFT OF IDENTITY,1,13.32
105245,2016,13:03:00,BATTERY - SIMPLE ASSAULT,1,13.33
105251,2016,13:03:00,THEFT OF IDENTITY,1,13.33
105261,2016,13:05:00,BATTERY - SIMPLE ASSAULT,21,13.35
105267,2016,13:05:00,BURGLARY,4,13.35
105268,2016,13:05:00,BURGLARY FROM VEHICLE,5,13.35
105287,2016,13:05:00,THEFT OF IDENTITY,3,13.35
105295,2016,13:05:00,VEHICLE - STOLEN,1,13.35
105298,2016,13:06:00,BATTERY - SIMPLE ASSAULT,1,13.36
105305,2016,13:07:00,BURGLARY,1,13.37
105313,2016,13:07:00,VEHICLE - STOLEN,1,13.37
105315,2016,13:08:00,BURGLARY,1,13.38
105328,2016,13:09:00,BURGLARY,1,13.39
105329,2016,13:09:00,BURGLARY FROM VEHICLE,1,13.39
105330,2016,13:09:00,THEFT OF IDENTITY,1,13.39
105335,2016,13:00:00,BATTERY - SIMPLE ASSAULT,60,13.4
105342,2016,13:00:00,BURGLARY,20,13.4
105343,2016,13:00:00,BURGLARY FROM VEHICLE,7,13.4
105371,2016,13:00:00,THEFT OF IDENTITY,10,13.4
105380,2016,13:00:00,VEHICLE - STOLEN,10,13.4
105384,2016,13:01:00,BURGLARY,1,13.41
105387,2016,13:02:00,BATTERY - SIMPLE ASSAULT,1,13.42
105394,2016,13:02:00,THEFT OF IDENTITY,1,13.42
105403,2016,13:03:00,VEHICLE - STOLEN,1,13.43
105410,2016,13:05:00,BATTERY - SIMPLE ASSAULT,67,13.45
105417,2016,13:05:00,BURGLARY,31,13.45
105418,2016,13:05:00,BURGLARY FROM VEHICLE,16,13.45
105448,2016,13:05:00,THEFT OF IDENTITY,24,13.45
105458,2016,13:05:00,VEHICLE - STOLEN,19,13.45
105465,2016,13:06:00,THEFT OF IDENTITY,1,13.46
105469,2016,13:07:00,BURGLARY,1,13.47
105475,2016,13:07:00,VEHICLE - STOLEN,1,13.47
105478,2016,13:08:00,BATTERY - SIMPLE ASSAULT,1,13.48
105492,2016,13:09:00,THEFT OF IDENTITY,1,13.49
105494,2016,13:09:00,VEHICLE - STOLEN,1,13.49
105497,2016,13:00:00,BATTERY - SIMPLE ASSAULT,56,13.5
105504,2016,13:00:00,BURGLARY,16,13.5
105505,2016,13:00:00,BURGLARY FROM VEHICLE,9,13.5
105538,2016,13:00:00,THEFT OF IDENTITY,12,13.5
105546,2016,13:00:00,VEHICLE - STOLEN,15,13.5
105550,2016,13:01:00,BURGLARY,1,13.51
105551,2016,13:01:00,BURGLARY FROM VEHICLE,1,13.51
105557,2016,13:02:00,BATTERY - SIMPLE ASSAULT,1,13.52
105558,2016,13:02:00,BURGLARY,2,13.52
105567,2016,13:03:00,BURGLARY,2,13.53
105571,2016,13:03:00,VEHICLE - STOLEN,1,13.53
105576,2016,13:04:00,THEFT OF IDENTITY,2,13.54
105581,2016,13:05:00,BATTERY - SIMPLE ASSAULT,11,13.55
105586,2016,13:05:00,BURGLARY FROM VEHICLE,5,13.55
105607,2016,13:05:00,THEFT OF IDENTITY,2,13.55
105615,2016,13:05:00,VEHICLE - STOLEN,4,13.55
105623,2016,13:06:00,THEFT OF IDENTITY,1,13.56
105627,2016,13:07:00,BURGLARY,1,13.57
105628,2016,13:07:00,BURGLARY FROM VEHICLE,1,13.57
105636,2016,13:08:00,BURGLARY,1,13.58
105644,2016,13:09:00,BURGLARY,1,13.59
105650,2016,14:00:00,BATTERY - SIMPLE ASSAULT,299,14.0
105659,2016,14:00:00,BURGLARY,357,14.0
105660,2016,14:00:00,BURGLARY FROM VEHICLE,305,14.0
105714,2016,14:00:00,THEFT OF IDENTITY,316,14.0
105727,2016,14:00:00,VEHICLE - STOLEN,362,14.0
105745,2016,14:03:00,BATTERY - SIMPLE ASSAULT,1,14.03
105753,2016,14:04:00,BURGLARY,1,14.04
105758,2016,14:05:00,BATTERY - SIMPLE ASSAULT,10,14.05
105762,2016,14:05:00,BURGLARY,12,14.05
105763,2016,14:05:00,BURGLARY FROM VEHICLE,1,14.05
105784,2016,14:05:00,THEFT OF IDENTITY,3,14.05
105792,2016,14:05:00,VEHICLE - STOLEN,2,14.05
105795,2016,14:06:00,BATTERY - SIMPLE ASSAULT,1,14.06
105796,2016,14:06:00,BURGLARY,1,14.06
105802,2016,14:06:00,THEFT OF IDENTITY,2,14.06
105805,2016,14:07:00,BATTERY - SIMPLE ASSAULT,3,14.07
105806,2016,14:07:00,BURGLARY,1,14.07
105816,2016,14:08:00,VEHICLE - STOLEN,1,14.08
105824,2016,14:00:00,BATTERY - SIMPLE ASSAULT,49,14.1
105832,2016,14:00:00,BURGLARY,13,14.1
105833,2016,14:00:00,BURGLARY FROM VEHICLE,8,14.1
105861,2016,14:00:00,THEFT OF IDENTITY,17,14.1
105869,2016,14:00:00,VEHICLE - STOLEN,7,14.1
105872,2016,14:01:00,BATTERY - SIMPLE ASSAULT,1,14.11
105881,2016,14:02:00,BATTERY - SIMPLE ASSAULT,1,14.12
105882,2016,14:02:00,BURGLARY,1,14.12
105887,2016,14:02:00,THEFT OF IDENTITY,2,14.12
